"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"EXOC7",0.000888918885085185,0.00510368589597376,0.452,0.209,1,"EXOC7"
"CLUH",0.000892201113986994,0.180123193179236,0.13,0.036,1,"CLUH"
"PTAR1",0.000894354163827163,-0.0795256698360441,0.339,0.15,1,"PTAR1"
"ZNF417",0.000895613978308301,-0.566568244205194,0.67,0.593,1,"ZNF417"
"ZSCAN26",0.000897558841928112,0.103453089489413,0.157,0.047,1,"ZSCAN26"
"JRKL",0.000897558841928112,0.0373169294340022,0.157,0.047,1,"JRKL"
"KCTD13",0.000898034934095936,-0.0622500859172278,0.27,0.107,1,"KCTD13"
"MACO1",0.000898167803864699,-0.0725639957844771,0.165,0.051,1,"MACO1"
"NAPB",0.000898434712352786,0.0804905375398546,0.191,0.067,1,"NAPB"
"GATC",0.000905336486229948,-0.511961403322573,0.696,0.617,1,"GATC"
"HPS5",0.000906324087750525,0.0980326128002567,0.296,0.138,1,"HPS5"
"XPO6",0.000910070785673524,-0.0931108610976575,0.4,0.178,1,"XPO6"
"BANP",0.000911649897859811,-0.0435101478251088,0.357,0.162,1,"BANP"
"ZNF76",0.000912043581512775,0.0120134512438455,0.348,0.15,1,"ZNF76"
"CREBBP",0.000912082033345642,-0.184486247785907,0.539,0.249,1,"CREBBP"
"AMMECR1",0.000915088471982619,0.0181746931595326,0.2,0.071,1,"AMMECR1"
"MCMDC2",0.000915531766685122,-0.589280904102122,0.383,0.451,1,"MCMDC2"
"TTC14",0.000916384160528639,0.00607632070145592,0.391,0.178,1,"TTC14"
"MRPL42",0.000916497233298839,0.0700628980237182,0.557,0.312,1,"MRPL42"
"MARK4",0.000919490208158325,0.0490938306528077,0.139,0.04,1,"MARK4"
"TRAM1",0.000920363572066581,0.0606314253359219,0.722,0.32,1,"TRAM1"
"HLA-G",0.000922065911943404,-0.256797728055655,0.896,0.668,1,"HLA-G"
"TRIM8",0.000923564876118416,-0.157518044717573,0.278,0.111,1,"TRIM8"
"CAPN5",0.000925156099454784,0.137442493818827,0.078,0.012,1,"CAPN5"
"PIK3CA",0.000927451342120743,0.0109191612556362,0.148,0.043,1,"PIK3CA"
"SSH1",0.000932656332880071,0.0714391939704567,0.591,0.332,1,"SSH1"
"SLC10A7",0.000934052389420477,-0.0291631206755799,0.157,0.047,1,"SLC10A7"
"EMSY",0.000934224151837881,-0.177187043586427,0.435,0.198,1,"EMSY"
"FAM98B",0.000935103919819062,0.12244781701126,0.148,0.043,1,"FAM98B"
"ALKBH1",0.000935103919819062,0.058986972319261,0.148,0.043,1,"ALKBH1"
"RABL2A",0.000938359716810195,-0.648491082776646,0.443,0.486,1,"RABL2A"
"VEZT",0.000941024311679174,-0.0281858494293121,0.391,0.174,1,"VEZT"
"BCS1L",0.000942403401016169,0.0438011780419905,0.209,0.075,1,"BCS1L"
"DDA1",0.000942641267322644,-0.438402694352803,0.774,0.648,1,"DDA1"
"TEPSIN",0.000942814961419653,0.0496211504415703,0.148,0.043,1,"TEPSIN"
"PRNP",0.000943148955092185,0.0428429850818501,0.452,0.202,1,"PRNP"
"ACTN1",0.000947284229882834,0.0116093852910035,0.2,0.071,1,"ACTN1"
"SMPD1",0.000950584872478631,-0.043517526625906,0.148,0.043,1,"SMPD1"
"GADD45A",0.000950584872478631,0.138004786241359,0.148,0.043,1,"GADD45A"
"PBX3",0.000950584872478631,0.0604593786440591,0.148,0.043,1,"PBX3"
"CD244",0.000950584872478631,0.0323025496821403,0.148,0.043,1,"CD244"
"NAIF1",0.000950585951056355,-0.506712078034907,0.643,0.577,1,"NAIF1"
"MANBAL",0.000956603452399419,0.0712686983254668,0.157,0.047,1,"MANBAL"
"CCNT2",0.000957664667508893,-0.0511095134572217,0.365,0.162,1,"CCNT2"
"CLPB",0.000958414061023222,0.0278546024226191,0.148,0.043,1,"CLPB"
"KDSR",0.000960914649160351,-0.524417849840898,0.722,0.648,1,"KDSR"
"VNN2",0.000967358527625595,0.0814310782374985,0.235,0.091,1,"VNN2"
"NEMF",0.000969376366740007,0.0299401083641011,0.591,0.289,1,"NEMF"
"RNASEK",0.000970612527560165,0.173327400083792,0.791,0.34,1,"RNASEK"
"ARMC8",0.000972458861088062,0.0449108652824657,0.478,0.225,1,"ARMC8"
"TGIF2",0.000972735179476611,0.0779826267375774,0.496,0.265,1,"TGIF2"
"TMTC3",0.000973119394476058,-0.0736988599725378,0.252,0.099,1,"TMTC3"
"NFATC1",0.000973376501675903,-0.0596494922256814,0.443,0.202,1,"NFATC1"
"SRD5A3",0.000975211714274496,-0.492204621632486,0.539,0.553,1,"SRD5A3"
"IFT80",0.000975486346586042,0.0369944255305279,0.278,0.119,1,"IFT80"
"TMEM203",0.000975813658367556,0.105138408181453,0.139,0.04,1,"TMEM203"
"TMEM38A",0.000977143994435283,-0.66378082972166,0.591,0.522,1,"TMEM38A"
"NUP98",0.000977747204085657,-0.126317371031553,0.661,0.316,1,"NUP98"
"TSC22D1",0.000979667145867636,-0.022108878510868,0.235,0.091,1,"TSC22D1"
"AXIN1",0.000982261409169386,-0.000767957224066029,0.148,0.043,1,"AXIN1"
"DHCR7",0.000991808921987761,0.11246117597724,0.13,0.036,1,"DHCR7"
"TMBIM6",0.000994675053045953,0.299772283287903,1,0.466,1,"TMBIM6"
"PDGFA",0.000995717229563463,0.12597928330066,0.078,0.012,1,"PDGFA"
"IL23A",0.000995717229563463,0.168194319323432,0.078,0.012,1,"IL23A"
"BRPF3",0.000998463621521628,-0.0629510819032715,0.148,0.043,1,"BRPF3"
"RAP2B",0.000999058934066198,-0.0167536246463189,0.67,0.316,1,"RAP2B"
"CNST",0.00100075253628716,-0.103504363754849,0.426,0.19,1,"CNST"
"IQCG",0.00100091661780169,0.054390053733236,0.139,0.04,1,"IQCG"
"LCORL",0.00100139592973752,0.0755301950019814,0.183,0.063,1,"LCORL"
"ITGAD",0.00100795085097989,0.0852951069438073,0.078,0.012,1,"ITGAD"
"GALNT3",0.00100795085097989,0.133324102192247,0.078,0.012,1,"GALNT3"
"ZNF627",0.00100937856997377,0.00908874011191046,0.13,0.036,1,"ZNF627"
"UTP3",0.00100941624081886,0.105414269392709,0.139,0.04,1,"UTP3"
"TNFRSF11A",0.00101184191189678,0.0779417824730573,0.087,0.016,1,"TNFRSF11A"
"DDX19A",0.00101246897714117,0.0625938433056461,0.522,0.277,1,"DDX19A"
"GPR161",0.00101381560172727,-0.519087996905764,0.565,0.549,1,"GPR161"
"RASSF2",0.00101444720127732,0.137359365297211,0.548,0.324,1,"RASSF2"
"HNRNPK",0.00101601712174042,-0.114894471784154,1,0.704,1,"HNRNPK"
"CCDC134",0.00101798263410857,0.101593455203842,0.139,0.04,1,"CCDC134"
"SOCS6",0.0010203234807212,0.120341612650623,0.078,0.012,1,"SOCS6"
"NR1H3",0.00102336462862135,0.196031083103345,0.087,0.016,1,"NR1H3"
"FBXL17",0.00102723594671478,0.0321443934411377,0.13,0.036,1,"FBXL17"
"CTHRC1",0.0010328365505773,0.173751185496091,0.078,0.012,1,"CTHRC1"
"IQCK",0.0010328365505773,0.0336290225224433,0.078,0.012,1,"IQCK"
"IQCC",0.00103427690007742,-0.68522090999232,0.513,0.494,1,"IQCC"
"CLU",0.00103657979332181,0.170710780276588,0.113,0.028,1,"CLU"
"RSPH3",0.00103657979332181,0.129455166798643,0.113,0.028,1,"RSPH3"
"HNRNPA1L2",0.00103732440263873,-0.15113559480057,0.478,0.225,1,"HNRNPA1L2"
"DDX27",0.00103789493377985,-0.0386222091577295,0.583,0.269,1,"DDX27"
"NR5A2",0.00103809756145346,0.16564659264441,0.104,0.024,1,"NR5A2"
"SND1-IT1",0.00104005776587896,0.0401735783682999,0.148,0.043,1,"SND1-IT1"
"COQ10A",0.00104408720670679,0.133421677608732,0.139,0.04,1,"COQ10A"
"ZNF419",0.00104538532118781,0.0844547899811066,0.13,0.036,1,"ZNF419"
"PICK1",0.00104549150525521,0.174645097344253,0.078,0.012,1,"PICK1"
"MAFG",0.0010465120318589,0.0658487108852886,0.113,0.028,1,"MAFG"
"OSBP2",0.00104677525142283,0.117395264649727,0.087,0.016,1,"OSBP2"
"SALL4",0.00104677525142283,0.120861927233884,0.087,0.016,1,"SALL4"
"TCERG1",0.00104714586461688,0.0180309547035922,0.713,0.328,1,"TCERG1"
"PLEKHA2",0.00104853925708689,-0.389038879238822,0.817,0.708,1,"PLEKHA2"
"SPATA2",0.00104856665575457,-0.0652307256039606,0.148,0.043,1,"SPATA2"
"SOX4",0.00105457085677088,0.0551746534764565,0.13,0.036,1,"SOX4"
"KLC2",0.00105457085677088,0.108272600929254,0.13,0.036,1,"KLC2"
"LAPTM4B",0.00105828980247406,0.118562078022636,0.078,0.012,1,"LAPTM4B"
"PPP2R3B",0.00105828980247406,0.112502709339977,0.078,0.012,1,"PPP2R3B"
"ELOVL6",0.0010591091614514,0.132537069053863,0.104,0.024,1,"ELOVL6"
"CYLD",0.00106078610406589,-0.179842328698332,0.6,0.285,1,"CYLD"
"PPIL2",0.00106080934736136,0.117873480619105,0.565,0.328,1,"PPIL2"
"SAMD9",0.00106648332650654,0.02752581714822,0.452,0.213,1,"SAMD9"
"MSI2",0.00106981859214082,-0.0298382637213778,0.339,0.146,1,"MSI2"
"CEACAM21",0.00107081001315208,0.0987158489334549,0.139,0.04,1,"CEACAM21"
"C1QA",0.0010712329130607,0.134367162758952,0.078,0.012,1,"C1QA"
"ZSCAN21",0.0010712329130607,0.0707607285025535,0.078,0.012,1,"ZSCAN21"
"PRR7",0.0010712329130607,0.0623356206905147,0.078,0.012,1,"PRR7"
"SLC26A11",0.0010712329130607,0.103073253029545,0.078,0.012,1,"SLC26A11"
"ZNF778",0.0010712329130607,0.0107998861095439,0.078,0.012,1,"ZNF778"
"ZBTB39",0.0010712329130607,0.054229455975502,0.078,0.012,1,"ZBTB39"
"ZNF792",0.0010712329130607,0.00812998188175706,0.078,0.012,1,"ZNF792"
"MINDY1",0.0010712329130607,0.025506150728989,0.078,0.012,1,"MINDY1"
"RIPK3",0.00107207810931436,0.0968877012793025,0.2,0.071,1,"RIPK3"
"GRAMD1B",0.00107397309870561,0.141567233154901,0.096,0.02,1,"GRAMD1B"
"FKRP",0.00107723096838129,0.0824414538296751,0.226,0.091,1,"FKRP"
"ING4",0.00108306374428569,-0.0258596217517398,0.304,0.126,1,"ING4"
"ETFRF1",0.00108897521233582,0.0456445618717382,0.139,0.04,1,"ETFRF1"
"PAK2",0.00109191038267152,0.0331596290998415,0.722,0.447,1,"PAK2"
"UBE2M",0.00109206476440397,-0.0274918442996092,0.13,0.036,1,"UBE2M"
"DTWD1",0.00109332554576018,0.133473580721851,0.174,0.059,1,"DTWD1"
"LAMA5",0.00109509002184596,0.0313946475178356,0.087,0.016,1,"LAMA5"
"PHC2",0.00109750735373302,0.0806290518733741,0.113,0.028,1,"PHC2"
"RGL4",0.0010991745687312,-0.00588210345482243,0.252,0.099,1,"RGL4"
"KDM3B",0.00109920951991252,-0.130403796118631,0.339,0.15,1,"KDM3B"
"ALKBH8",0.00110162895580313,0.0629050565958357,0.13,0.036,1,"ALKBH8"
"TDRD3",0.00110180033413219,-0.0118559145771559,0.2,0.071,1,"TDRD3"
"PPIP5K1",0.00110180110890198,-0.019929465484408,0.261,0.111,1,"PPIP5K1"
"MED13",0.00110235088092199,-0.183100522231081,0.6,0.285,1,"MED13"
"ABI1",0.00110385455712495,0.0426050972259091,0.678,0.312,1,"ABI1"
"MAP3K3",0.00110490489420688,-0.0619644005591525,0.27,0.111,1,"MAP3K3"
"SHC4",0.00110748680629772,0.123771012090714,0.087,0.016,1,"SHC4"
"ZNF92",0.00110794513703027,0.0361163369866735,0.313,0.142,1,"ZNF92"
"ZCCHC18",0.00110797825850832,0.170750864470112,0.113,0.028,1,"ZCCHC18"
"EPAS1",0.00110856151552284,0.124794173783873,0.096,0.02,1,"EPAS1"
"BMP2K",0.00110856151552284,0.144548197587064,0.096,0.02,1,"BMP2K"
"CDKAL1",0.00110903795389494,-0.41093754927611,0.852,0.68,1,"CDKAL1"
"TOGARAM1",0.00111098204714605,-0.0211152864688452,0.235,0.091,1,"TOGARAM1"
"MYO1E",0.00111351961104246,0.226819483641037,0.139,0.043,1,"MYO1E"
"TNKS",0.00111384513842842,-0.187502834680642,0.409,0.186,1,"TNKS"
"SIRPG",0.00111410265963571,0.225479467512108,0.783,0.348,1,"SIRPG"
"C14orf132",0.00111478897946261,-0.580961983589434,0.435,0.451,1,"C14orf132"
"ATP6V0D2",0.00111580895095592,-0.705717566095556,0.574,0.514,1,"ATP6V0D2"
"TRAK2",0.00111645591133278,-0.111183922954764,0.417,0.19,1,"TRAK2"
"CLCN3",0.00111664168225978,-0.0230684084258239,0.33,0.154,1,"CLCN3"
"BTRC",0.00111728788970145,0.0101522549834105,0.191,0.067,1,"BTRC"
"ABLIM1",0.00111754997031634,-0.059399417390033,0.461,0.221,1,"ABLIM1"
"TWSG1",0.00111854147174992,0.12096679853871,0.113,0.028,1,"TWSG1"
"KHK",0.00112001324687218,0.171381730675886,0.087,0.016,1,"KHK"
"LRRK2",0.00112001324687218,0.0406560069591136,0.087,0.016,1,"LRRK2"
"SH3D19",0.00112031798657617,0.0917592192168133,0.096,0.02,1,"SH3D19"
"LIPE",0.00112099012847766,0.0269313747126491,0.13,0.036,1,"LIPE"
"GGACT",0.00112099012847766,-0.0198928070640919,0.13,0.036,1,"GGACT"
"CHIC2",0.00112627914151904,-0.0124126944213939,0.391,0.174,1,"CHIC2"
"AFTPH",0.00112767360231087,-0.096387651304737,0.496,0.233,1,"AFTPH"
"ZNF578",0.00112870530207932,-0.567809722677827,0.748,0.628,1,"ZNF578"
"LIF",0.00113218963933913,0.113751315667161,0.096,0.02,1,"LIF"
"SAMD1",0.00113267057082709,0.158116139160893,0.087,0.016,1,"SAMD1"
"AFDN",0.00113267057082709,0.0299861196454661,0.087,0.016,1,"AFDN"
"MTIF2",0.00113831037299678,0.00359709083812076,0.487,0.249,1,"MTIF2"
"ZNF182",0.00113994777514185,0.0523131100348709,0.113,0.028,1,"ZNF182"
"ZNF184",0.00114021761313248,0.0904943115834171,0.217,0.083,1,"ZNF184"
"GYPC",0.001140827929945,0.0809980940383823,0.661,0.3,1,"GYPC"
"MLKL",0.00114089643021066,0.0362050256018162,0.191,0.067,1,"MLKL"
"AARD",0.00114159708873872,-0.728373267090793,0.504,0.478,1,"AARD"
"RHNO1",0.0011419404849612,0.105285655174561,0.513,0.281,1,"RHNO1"
"XPC",0.00114314844650964,-0.0558142882827749,0.391,0.174,1,"XPC"
"THEM4",0.00114345377184665,-0.517837134465675,0.774,0.644,1,"THEM4"
"BAZ1A",0.00114421357732165,-0.127868116857104,0.53,0.253,1,"BAZ1A"
"TATDN2",0.00114556324037559,-0.00350524948075148,0.278,0.119,1,"TATDN2"
"ZBTB45",0.00115062242455871,0.0268475623957256,0.13,0.036,1,"ZBTB45"
"PMF1-BGLAP",0.00115079235391278,0.145225274227685,0.113,0.028,1,"PMF1-BGLAP"
"PEX5",0.00115628258247634,0.12181926825599,0.096,0.02,1,"PEX5"
"ASTE1",0.00115689073066881,0.00947038823068824,0.191,0.067,1,"ASTE1"
"PFN2",0.00115838282870501,0.0745451674898157,0.087,0.016,1,"PFN2"
"HAGHL",0.00115838282870501,0.107649101508294,0.087,0.016,1,"HAGHL"
"MAPKAPK2",0.00116066213250044,-0.0501602292739595,0.235,0.091,1,"MAPKAPK2"
"GSAP",0.00116173221844934,0.0546129428857469,0.113,0.028,1,"GSAP"
"KLC1",0.00116200724368462,0.00592257740517055,0.461,0.213,1,"KLC1"
"CSNK1E",0.00116711748046865,0.0478047135425121,0.209,0.079,1,"CSNK1E"
"ATG4C",0.00116850593890232,0.184956543532848,0.096,0.02,1,"ATG4C"
"FAM13A",0.00117077772506232,0.0196456693000694,0.13,0.036,1,"FAM13A"
"MBLAC2",0.00117077772506232,-0.0686026871798716,0.13,0.036,1,"MBLAC2"
"ANKS6",0.00117144026814354,-0.00562409661170855,0.087,0.016,1,"ANKS6"
"CGNL1",0.00117476944111254,-0.506772903230361,0.374,0.439,1,"CGNL1"
"ZNF507",0.00117661181906804,-0.0397270786958692,0.33,0.154,1,"ZNF507"
"INTS2",0.00118042872333609,-0.0758391918279202,0.513,0.273,1,"INTS2"
"B3GALT6",0.00118084860924067,0.115524878457018,0.096,0.02,1,"B3GALT6"
"UBAP1",0.00118157900842519,0.0670896995023088,0.513,0.277,1,"UBAP1"
"EIF2A",0.00118161145754487,0.0251683235480649,0.661,0.379,1,"EIF2A"
"ZNF337",0.00118197759448196,0.0443645113982151,0.122,0.032,1,"ZNF337"
"IPO13",0.00118390083929872,0.0724823667433221,0.113,0.028,1,"IPO13"
"KRBA1",0.00118463360213035,0.0794703606466863,0.087,0.016,1,"KRBA1"
"ZNF615",0.00118463360213035,0.109470730386915,0.087,0.016,1,"ZNF615"
"CCDC71L",0.00118463360213035,0.0124469638637009,0.087,0.016,1,"CCDC71L"
"ZNF256",0.00118463360213035,0.0651176348633703,0.087,0.016,1,"ZNF256"
"RDH14",0.00119125884847765,0.0437565493022742,0.13,0.036,1,"RDH14"
"PPAN",0.0011926967774517,0.0626491303873024,0.122,0.032,1,"PPAN"
"AGAP3",0.0011926967774517,0.0292827804182854,0.122,0.032,1,"AGAP3"
"TIMM44",0.00119326983472274,-0.0187536027871069,0.278,0.115,1,"TIMM44"
"ATRN",0.00119483906470544,0.0563352882049077,0.2,0.075,1,"ATRN"
"MTHFD2L",0.00119796410933375,0.0169648504226443,0.087,0.016,1,"MTHFD2L"
"FDX1",0.00120081036789735,0.0627627633958801,0.339,0.166,1,"FDX1"
"GID4",0.00120556266540274,0.0125619777137504,0.104,0.024,1,"GID4"
"MTUS1",0.00120589611199895,0.0187962453227433,0.096,0.02,1,"MTUS1"
"KIAA0753",0.00120645975933927,0.0346909071371679,0.113,0.028,1,"KIAA0753"
"SLC37A2",0.00120991588310841,-0.649377531015084,0.722,0.569,1,"SLC37A2"
"SAMD4A",0.00121143307891038,-0.0099075947427454,0.087,0.016,1,"SAMD4A"
"FAM131A",0.00121143307891038,0.044225623890131,0.087,0.016,1,"FAM131A"
"ZNF836",0.00121174127431755,0.0553671143888856,0.165,0.055,1,"ZNF836"
"HS1BP3",0.00121174127431755,0.103532358624364,0.165,0.055,1,"HS1BP3"
"GTF3C4",0.00121756976127385,0.0617186159080879,0.104,0.024,1,"GTF3C4"
"CENPB",0.00121788751777882,0.0548041234879203,0.113,0.028,1,"CENPB"
"NREP",0.00121860307490095,0.048585955783296,0.096,0.02,1,"NREP"
"CEP72",0.00121860307490095,0.102882555462713,0.096,0.02,1,"CEP72"
"PRPF3",0.0012232604670457,-0.066889217800008,0.504,0.233,1,"PRPF3"
"PDCD2L",0.001225395544428,0.0586346192183148,0.122,0.032,1,"PDCD2L"
"CSNK2A3",0.001225395544428,0.0825007350088138,0.122,0.032,1,"CSNK2A3"
"FANCC",0.00122801647734451,0.150627922071921,0.261,0.119,1,"FANCC"
"TRA2A",0.00123042090125401,-0.399548210387353,0.87,0.636,1,"TRA2A"
"GATA3",0.00123054927531535,0.0182809500913523,0.478,0.229,1,"GATA3"
"ZFAND4",0.00123143361278041,0.0733831359207451,0.096,0.02,1,"ZFAND4"
"ZNF571",0.00123143361278041,0.0981711640205589,0.096,0.02,1,"ZNF571"
"NIP7",0.00124155188683452,0.151727397584199,0.643,0.372,1,"NIP7"
"C2orf68",0.00124156222714626,-0.0566861642748187,0.704,0.364,1,"C2orf68"
"KAT2A",0.00124191599163545,0.0108494562941694,0.104,0.024,1,"KAT2A"
"OGN",0.00124191599163545,0.047742045599087,0.104,0.024,1,"OGN"
"SLX4IP",0.00124438881141558,0.117412746706541,0.096,0.02,1,"SLX4IP"
"FAM184A",0.00124438881141558,0.0756716237311102,0.096,0.02,1,"FAM184A"
"ZNF581",0.00124765258660084,0.0412865711347508,0.122,0.032,1,"ZNF581"
"CDK14",0.00124765258660084,0.0238709363607131,0.122,0.032,1,"CDK14"
"HACD2",0.00124765258660084,0.108560049569742,0.122,0.032,1,"HACD2"
"IFFO1",0.00124896600694926,0.0537363984543326,0.243,0.099,1,"IFFO1"
"WDR33",0.00125054022208179,0.0326910909221021,0.722,0.372,1,"WDR33"
"IRAK1",0.00125202453377496,0.0673837753437156,0.539,0.3,1,"IRAK1"
"SLC2A6",0.00125360860985192,-0.617973516196307,0.53,0.518,1,"SLC2A6"
"TAPT1",0.00125425696624588,0.0107985895660703,0.104,0.024,1,"TAPT1"
"MAP3K6",0.00125425696624588,0.0193484141759333,0.104,0.024,1,"MAP3K6"
"MKRN2",0.00125654586582105,0.031929534352202,0.243,0.099,1,"MKRN2"
"PAQR3",0.00125746976489115,0.0707824770512361,0.096,0.02,1,"PAQR3"
"KPNA5",0.00125838959951727,0.0288853452881624,0.183,0.063,1,"KPNA5"
"TMEM155",0.00125838959951727,0.119890481960128,0.183,0.063,1,"TMEM155"
"ERCC2",0.0012667110849786,0.0728241747029689,0.104,0.024,1,"ERCC2"
"MAN2A1",0.00126817178442744,-0.0797159738230551,0.513,0.249,1,"MAN2A1"
"SNCA",0.00127067757564931,0.0743397780807794,0.096,0.02,1,"SNCA"
"TP63",0.00127067757564931,0.0568942439554565,0.096,0.02,1,"TP63"
"ZFYVE26",0.00127118956333362,0.00458893242431235,0.209,0.079,1,"ZFYVE26"
"LMNTD1",0.00127128679713512,-0.697688184000161,0.496,0.482,1,"LMNTD1"
"KANSL1L",0.00127302486974391,0.0650205025299518,0.157,0.051,1,"KANSL1L"
"MRGBP",0.00127927928458547,0.0609384802615543,0.104,0.024,1,"MRGBP"
"CLNK",0.00127927928458547,0.12528639386525,0.104,0.024,1,"CLNK"
"DHX32",0.00127927928458547,-0.0301693790092107,0.104,0.024,1,"DHX32"
"RGS9",0.00127927928458547,0.0752942588003073,0.104,0.024,1,"RGS9"
"ENOX1",0.00127927928458547,-0.0274123928966278,0.104,0.024,1,"ENOX1"
"PUS7",0.00128281115917926,0.078694138827496,0.157,0.051,1,"PUS7"
"TMEM204",0.00128361616484052,0.0553438986131109,0.191,0.067,1,"TMEM204"
"MED26",0.00128401335454114,0.0398001086326355,0.096,0.02,1,"MED26"
"UBALD1",0.00128401335454114,0.038170591442579,0.096,0.02,1,"UBALD1"
"ATXN7L2",0.00128401335454114,0.0542250324625717,0.096,0.02,1,"ATXN7L2"
"NENF",0.00128401335454114,0.0604900753393986,0.096,0.02,1,"NENF"
"SAP30L",0.00128401335454114,-0.0260228561019053,0.096,0.02,1,"SAP30L"
"VWA5A",0.00128401335454114,0.0149404406616906,0.096,0.02,1,"VWA5A"
"CWC22",0.00128577643706499,-0.0275828237260889,0.426,0.198,1,"CWC22"
"IMPA1",0.00129186249613298,0.0648538880574423,0.4,0.209,1,"IMPA1"
"C11orf68",0.00129196250856498,0.126349965641424,0.104,0.024,1,"C11orf68"
"AAMDC",0.00129196250856498,0.147582574001956,0.104,0.024,1,"AAMDC"
"TAF1C",0.0012977472822496,-0.098678831581487,0.313,0.134,1,"TAF1C"
"DPH6",0.00129775043391181,0.017586815606523,0.261,0.111,1,"DPH6"
"BACE1",0.00130476170720123,-0.0302336350588845,0.104,0.024,1,"BACE1"
"RAB3GAP2",0.00130534686066646,-0.193316412815705,0.443,0.206,1,"RAB3GAP2"
"MAP4K4",0.00131269552021113,-0.135539720913813,0.374,0.17,1,"MAP4K4"
"LEMD2",0.0013128845778577,-0.0100554557231564,0.183,0.063,1,"LEMD2"
"PDPR",0.0013185604256927,-0.0780116718938231,0.478,0.253,1,"PDPR"
"RFX1",0.00132120456052009,0.0130876786677273,0.174,0.059,1,"RFX1"
"ZNF281",0.00133017024099635,0.0110129608614669,0.27,0.111,1,"ZNF281"
"ZMYND11",0.00133051172902696,-0.0470280447847273,0.226,0.087,1,"ZMYND11"
"ANKRD36",0.00133294032217156,-0.447891309631517,0.852,0.64,1,"ANKRD36"
"CIAO1",0.00134023015782527,-0.290394473009837,0.939,0.779,1,"CIAO1"
"ZNF718",0.00134091703417357,0.156156455304726,0.183,0.067,1,"ZNF718"
"SULT1A1",0.00134277398613587,-0.0527773247849394,0.243,0.099,1,"SULT1A1"
"THAP5",0.00134376311873381,-0.380028846961692,0.73,0.684,1,"THAP5"
"LPCAT4",0.00134483300445501,0.0378690821208679,0.165,0.055,1,"LPCAT4"
"MAP3K2",0.00134603998701492,-0.212095088264316,0.626,0.304,1,"MAP3K2"
"IFT57",0.00134700058297935,-0.0508518510165141,0.235,0.091,1,"IFT57"
"HIP1R",0.00138914052945592,-0.169303527588945,0.235,0.091,1,"HIP1R"
"BSDC1",0.00138951995461168,-0.0285700749337069,0.33,0.146,1,"BSDC1"
"MED15",0.00139218180661805,-0.0735432258487578,0.713,0.336,1,"MED15"
"ARIH1",0.00140388252505115,-0.056229361172417,0.287,0.126,1,"ARIH1"
"SMN2",0.00140477469719164,-0.0352420588395561,0.383,0.17,1,"SMN2"
"SLTM",0.00140692704013141,0.013072201015371,0.765,0.375,1,"SLTM"
"PDAP1",0.00140878656145445,0.096188743345115,0.826,0.466,1,"PDAP1"
"MOSPD3",0.00140979115813482,0.0865638176513833,0.174,0.059,1,"MOSPD3"
"NDUFA3",0.00141329715682968,0.11086148729664,0.626,0.277,1,"NDUFA3"
"MANBA",0.00141658343541869,-0.0203158969917679,0.226,0.087,1,"MANBA"
"RMND5B",0.00141996504810773,0.0596031387917664,0.174,0.059,1,"RMND5B"
"PRKACB",0.00142791864063679,0.0178664917556732,0.609,0.292,1,"PRKACB"
"PIAS3",0.00143139484049979,-0.0944220897960037,0.278,0.115,1,"PIAS3"
"ZNF546",0.0014365718736781,-0.631378075378476,0.6,0.526,1,"ZNF546"
"GLCCI1",0.00143672114270463,-0.0451525919706706,0.409,0.19,1,"GLCCI1"
"DUSP18",0.00143891700999258,0.0850038222474659,0.217,0.087,1,"DUSP18"
"STX7",0.00144583430078488,-0.0100233534199518,0.217,0.083,1,"STX7"
"YPEL1",0.00145224807415398,-0.518305221286133,0.713,0.613,1,"YPEL1"
"MYL6",0.00145403462078836,-0.0295776431411237,0.991,0.652,1,"MYL6"
"GOLGA1",0.00145804459048305,-0.155991247822158,0.27,0.111,1,"GOLGA1"
"APOLD1",0.00146054747031733,-0.549153309457754,0.504,0.502,1,"APOLD1"
"FMN1",0.0014665041908082,-0.47508831922739,0.678,0.577,1,"FMN1"
"ILF3",0.0014669573251766,0.182624120480286,0.93,0.431,1,"ILF3"
"DENND5B",0.00147014468183614,-0.484292305291235,0.443,0.474,1,"DENND5B"
"PIGQ",0.00147480202947936,-0.0644079233737151,0.27,0.111,1,"PIGQ"
"USP42",0.00147850130473731,-0.075658662743494,0.287,0.123,1,"USP42"
"CORO7",0.00148303743665668,0.0317584186757361,0.4,0.19,1,"CORO7"
"TMEM259",0.00148883833575898,-0.154435410208895,0.322,0.138,1,"TMEM259"
"ICA1",0.00149065555757384,0.0714274620330502,0.296,0.126,1,"ICA1"
"TLK1",0.00149632123409312,0.0775148932749765,0.791,0.375,1,"TLK1"
